one_category_id,tagPrice,categoryLevel2Name,third_category_id,title,one_category_title,productId,stock,searchId,categoryLevel3Name,one_category_bannerList,price,mainImageUrl,productName,seconde_title,link_Url,vip_Price,page_seq,searchTitle,seconde_id,secondTitle,totalCount
2,9800,生活美学,1892,《法国蓝带甜品宝典》,图书,23798,436,893,美食,https://h5.yit.com//activity/4833.html,6500,https://img01.yit.com/media/498ff909-2f5f-4489-a36f-f8fb9b464a5f.jpg,《法国蓝带甜品宝典》,生活美学,https://h5.yit.com/product.html?product_id=23798,6175,1,美食,1891,甜品达人必备，法国蓝带厨艺学院出品、150多种经典甜品,54
2,15800,生活美学,1892,法国蓝带巧克力宝典,图书,23799,1994,893,美食,https://h5.yit.com//activity/4833.html,10800,https://img01.yit.com/media/18d5fc73-55ef-41ce-a56d-d857fe88dae8.jpg,法国蓝带巧克力宝典,生活美学,https://h5.yit.com/product.html?product_id=23799,10260,1,美食,1891,烘焙爱好者 “巧克力圣经”，170道食谱，多样化配方，满足各类场合需求,54
2,28600,生活美学,1892,法国蓝带烘焙宝典,图书,23800,1996,893,美食,https://h5.yit.com//activity/4833.html,19600,https://img01.yit.com/media/d158fb23-31f7-4dcc-942e-69aad20b6d8e.jpg,法国蓝带烘焙宝典,生活美学,https://h5.yit.com/product.html?product_id=23800,18620,1,美食,1891,百余款糕点逐步分析，法国蓝带厨艺学院烘培教科书,54
2,8800,生活美学,1892,适合小白的烘焙入门书,图书,59418,1984,893,美食,https://h5.yit.com//activity/4833.html,5800,https://img01.yit.com/media/6a1c8f76-18f6-424f-a5ad-3336077f35a5.jpg,适合小白的烘焙入门书,生活美学,https://h5.yit.com/product.html?product_id=59418,5510,1,美食,1891,153道甜点轻松学，100万粉丝的美食博主专为普通家庭而作,54
2,8800,生活美学,1892,《学做意大利餐》,图书,42707,783,893,美食,https://h5.yit.com//activity/4833.html,6500,https://img01.yit.com/media/8a0380a4-99c8-4ee2-975b-8baf353d6752.jpg,《学做意大利餐》,生活美学,https://h5.yit.com/product.html?product_id=42707,6175,1,美食,1891,经典食谱超详细制作过程，四大菜系经典食谱，超详细分步操作图，新手轻松烹饪,54
2,4980,生活美学,1892,《点心教室》,图书,29102,90,893,美食,https://h5.yit.com//activity/4833.html,3500,https://img01.yit.com/media/73e2a844-84f3-4c10-93c2-3d4ee0e21866.jpg,《点心教室》,生活美学,https://h5.yit.com/product.html?product_id=29102,3325,1,美食,1891,写给你的法式点心书，在家就能做出正宗法式甜点 轻松打造名店味道,54
2,6800,生活美学,1892,孤独的泡面,图书,28853,743,893,美食,https://h5.yit.com//activity/4833.html,5100,https://img01.yit.com/media/5a1a66dc-f259-4a47-b98b-95cc66cc86ca.jpg,孤独的泡面,生活美学,https://h5.yit.com/product.html?product_id=28853,4845,1,美食,1891,搜罗世界100碗泡面，100碗泡面，200个深夜的陪伴,54
2,29800,生活美学,1892,厨神的家常菜,图书,20514,3617,893,美食,https://h5.yit.com//activity/4833.html,21400,https://img01.yit.com/media/72c5e8f7-fadf-4621-bfc7-86a31b94d1b8.jpg,厨神的家常菜,生活美学,https://h5.yit.com/product.html?product_id=20514,20330,1,美食,1891,米其林三星大厨的菜谱，曾被英国《餐厅》杂志5次评为全球第一餐厅,54
2,4010,生活美学,1892,《低卡料理家》,图书,22028,980,893,美食,https://h5.yit.com//activity/4833.html,4100,https://img01.yit.com/media/7816aeda-6693-43ca-9016-b7ac88730a5e.jpg,《低卡料理家》,生活美学,https://h5.yit.com/product.html?product_id=22028,3895,1,美食,1891,90道低卡美食，一日三餐，30道套餐集合，健康饮食，均衡营养,54
2,6800,生活美学,1892,365日,图书,22623,73,893,美食,https://h5.yit.com//activity/4833.html,4900,https://img01.yit.com/media/0b8ca472-f635-438b-925e-28300ee3447d.jpg,365日,生活美学,https://h5.yit.com/product.html?product_id=22623,4655,1,美食,1891,永恒如新的日常，生活是一件件微小的事，平淡的日子里才有动人的风景,54
2,7800,生活美学,1892,大自然中的美食,图书,22693,89,893,美食,https://h5.yit.com//activity/4833.html,5600,https://img01.yit.com/media/ef23f2ce-ed8e-4fe7-860d-2e96a2929886.jpg,大自然中的美食,生活美学,https://h5.yit.com/product.html?product_id=22693,5320,1,美食,1891,适合3-10岁孩子，全5册，用图片与手绘展示美食生长制作过程,54
2,7800,生活美学,1892,简单丰盛美好,图书,9152,719,893,美食,https://h5.yit.com//activity/4833.html,5800,https://img01.yit.com/media/ee821839-5dec-434d-bba1-c0d40d662938.jpg,简单丰盛美好,生活美学,https://h5.yit.com/product.html?product_id=9152,5510,1,美食,1891,84道中西家常菜，横扫台湾各大书店排行榜，人类学家庄祖宜的私房菜谱,54
2,8800,生活美学,1892,《我的时尚烘焙》,图书,9777,1,893,美食,https://h5.yit.com//activity/4833.html,6300,https://img01.yit.com/media/a2ae0533-631c-48f8-ba79-d798aa16ea2e.jpg,《我的时尚烘焙》,生活美学,https://h5.yit.com/product.html?product_id=9777,5985,1,美食,1891,烘焙技巧+食谱，图形化菜谱和烹饪步骤，一目了然,54
2,11800,生活美学,1892,意大利饮食文化志,图书,29582,183,893,美食,https://h5.yit.com//activity/4833.html,7800,https://img01.yit.com/media/f1924da0-52a3-4ce1-9030-4a8162d3a8b4.jpg,意大利饮食文化志,生活美学,https://h5.yit.com/product.html?product_id=29582,7410,1,美食,1891,领略意大利的烹饪文化，展开世界最丰富、最可口饮食文化国度的饮食之旅,54
2,8800,生活美学,1892,《法式甜点》,图书,42704,997,893,美食,https://h5.yit.com//activity/4833.html,6300,https://img01.yit.com/media/80c6b22b-f7f6-4139-ac2d-622710a19a27.jpg,《法式甜点》,生活美学,https://h5.yit.com/product.html?product_id=42704,5985,1,美食,1891,顶级甜点大师的经典配方，将顶级大师的作品，以详细清晰的图片展示其制作方法,54
2,6800,生活美学,1892,《学做西餐》,图书,42706,288,893,美食,https://h5.yit.com//activity/4833.html,4700,https://img01.yit.com/media/9d5faaa6-3ea8-4198-8815-3f16ba69dfc5.jpg,《学做西餐》,生活美学,https://h5.yit.com/product.html?product_id=42706,4465,1,美食,1891,学做地道的西餐，从原料选购、西餐烹饪技巧到摆盘搭配,54
2,16800,生活美学,1892,《私房烘焙的第一堂课》,图书,47703,441,893,美食,https://h5.yit.com//activity/4833.html,11800,https://img01.yit.com/media/854777a8-07cb-492e-bdb7-604ecde910c7.jpg,《私房烘焙的第一堂课》,生活美学,https://h5.yit.com/product.html?product_id=47703,11210,1,美食,1891,烘焙新手的终极实用指南，涵盖各式人气甜品，分步配图，步骤更清晰,54
2,6980,生活美学,1892,《食物与厨艺》,图书,68313,499,893,美食,https://h5.yit.com//activity/4833.html,4900,https://img01.yit.com/media/2ad9014b-f771-45aa-9118-d651c6b6c08c.jpg,《食物与厨艺》,生活美学,https://h5.yit.com/product.html?product_id=68313,4655,1,美食,1891,面食·酱料·甜点·饮料，米其林三星餐厅主厨推荐，堪称料理界的《辞海》,54
115,18000,咖啡/麦片/冲饮,694,新西兰气泡水套装,美食,5196,1301,28,其它饮品,https://h5.yit.com//activity/4900.html,17800,https://img01.yit.com/media/2dae90af-215c-4408-9f4b-8951a0b2cc68.jpg,新西兰气泡水套装,饮料冲调,https://h5.yit.com/product.html?product_id=5196,16910,1,饮料,693,气泡水、静止水各2瓶，优质地下水，水源处直接装瓶,20
115,42000,咖啡/麦片/冲饮,694,蓝莓（膳食纤维）浆果饮,美食,67786,470,28,其它饮品,https://h5.yit.com//activity/4900.html,36000,https://img01.yit.com/media/cb5c2773-0640-4689-9203-f5e7a44c02f1.jpg,蓝莓（膳食纤维）浆果饮,饮料冲调,https://h5.yit.com/product.html?product_id=67786,34200,1,饮料,693,芬兰进口，每杯含75颗野生蓝莓，整颗果子磨浆、质地浓稠，富含膳食纤维,20
115,16800,咖啡/麦片/冲饮,694,不含酒精的美国姜汁啤酒,美食,37831,1975,28,饮料,https://h5.yit.com//activity/4900.html,12800,https://img01.yit.com/media/e22b365d-4936-4db9-84cb-cdec4511ca37.jpg,不含酒精的美国姜汁啤酒,饮料冲调,https://h5.yit.com/product.html?product_id=37831,12160,1,饮料,693,6瓶装，酸甜好喝，真正的压榨姜汁做成,20
115,7800,咖啡/麦片/冲饮,694,健康养生的谷物饮料,美食,61319,2790,28,饮料,https://h5.yit.com//activity/4900.html,7800,https://img01.yit.com/media/ba411442-417d-4e18-ad01-e2356356b5da.jpg,健康养生的谷物饮料,饮料冲调,https://h5.yit.com/product.html?product_id=61319,7410,1,饮料,693,9瓶装，3种口味可选，多种粗粮研磨而成，高营养低热量，爱养生的人都在喝,20
115,39800,咖啡/麦片/冲饮,694,德国国民汽水 24瓶装,美食,70720,432,28,饮料,https://h5.yit.com//activity/4900.html,38800,https://img01.yit.com/media/19101ed8-b886-4684-9cb4-2d2ab36cf56d.jpg,德国国民汽水 24瓶装,饮料冲调,https://h5.yit.com/product.html?product_id=70720,36860,1,饮料,693,经典的橙子口味，还带有一些柠檬的酸爽，气泡温和自然，老少咸宜，非常好喝,20
115,42000,咖啡/麦片/冲饮,694,姆明儿童树莓浆果饮,美食,103583,87,28,饮料,https://h5.yit.com//activity/4900.html,36000,https://img01.yit.com/media/dbd7580b-13ee-4530-9f91-76b931c0c571.jpeg,姆明儿童树莓浆果饮,饮料冲调,https://h5.yit.com/product.html?product_id=103583,34200,1,饮料,693,芬兰进口，整颗果子磨浆，质地细腻，酸甜可口，适合6个月以上儿童,20
115,6900,咖啡/麦片/冲饮,694,健康有机的稻米浆 2盒,美食,30906,2226,28,饮料,https://h5.yit.com//activity/4900.html,5900,https://img01.yit.com/media/6421f145-86fa-4102-8669-464f36abe817.jpg,健康有机的稻米浆 2盒,饮料冲调,https://h5.yit.com/product.html?product_id=30906,5605,1,饮料,693,意大利进口 香甜丝滑，植物原料 低脂不含糖却很甜 2盒装 非常好喝,20
115,42000,咖啡/麦片/冲饮,694,沙棘浆果饮,美食,67788,490,28,其它饮品,https://h5.yit.com//activity/4900.html,36000,https://img01.yit.com/media/b4ec6027-6405-491e-b325-de782fa4583b.jpeg,沙棘浆果饮,饮料冲调,https://h5.yit.com/product.html?product_id=67788,34200,1,饮料,693,芬兰进口，每杯含90颗沙棘，整颗果子磨浆、质地浓稠，富含维生素C,20
115,9600,咖啡/麦片/冲饮,694,姜汁做的粉色汽水6瓶装,美食,73864,624,28,其它饮品,https://h5.yit.com//activity/4900.html,8800,https://img01.yit.com/media/aa7a0ef1-dde9-4f4c-867c-f33ed89c47bd.jpg,姜汁做的粉色汽水6瓶装,饮料冲调,https://h5.yit.com/product.html?product_id=73864,8360,1,饮料,693,味道香、酸酸甜甜，0酒精、小朋友也能喝，糖分低、对身体负担轻,20
