senior_class,senior_id,content,product_name,market_price,order_overdue,price_min,sale_mode,saled,saled_fee,summary,url,utime,Img800
数码配件,89,办公周边,VH “羽”USB双叶风扇,68.0,5400,65.0,301,27191,973467811,智能触控开关，二档调节，灵活摆放,http://home.mi.com/shop/detail?gid=728,20181009 00:00:01,http://img.youpin.mi-img.com/800_pic/728_17hkyf9jojijb.png
数码配件,89,办公周边,小米超大防水鼠标垫,39.0,3600,39.0,483,1340,4782311,超大尺寸，功能升级，长800x宽400mm，防水，抓力强,http://home.mi.com/shop/detail?gid=103272,20181014 23:59:59,http://img.youpin.mi-img.com/800_pic/100642_195c53675a4b7baf5f6b59f04c7d9b76.png
数码配件,89,办公周边,小米金属鼠标垫,49.0,3600,49.0,483,961,5002736,简约、纤薄、时尚 / 航空铝合金 / 专业之选,http://home.mi.com/shop/detail?gid=103275,20180818 23:25:47,http://img.youpin.mi-img.com/800_pic/100646_366e396793227abd50fa5bf020396b78.png
数码配件,89,办公周边,悦米机械键盘,289.0,3600,289.0,483,188,5214898,87键，铝合金机身，TTC红轴，简约百搭，USB连接,http://home.mi.com/shop/detail?gid=103270,20181014 23:59:59,http://img.youpin.mi-img.com/800_pic/527_3f111fef5ac03f5385e8e8b4ae52581c.png
数码配件,89,办公周边,悦米机械键盘Pro静音版,599.0,3600,599.0,483,39,2223327,CNC全铝机身，精致由内到外 ／ TTC静音红轴，享受静谧好手感 ／ 细腻触感，经久耐用,http://home.mi.com/shop/detail?gid=103274,20181014 23:59:59,http://img.youpin.mi-img.com/800_pic/101631_59ac0dac2e5987a50b50ece70d4dda53.png
数码配件,89,办公周边,小米电源线收纳盒,49.0,3600,39.0,483,907,4241782,防尘，绝缘，插线板专用，桌面好帮手,http://home.mi.com/shop/detail?gid=102794,20181016 00:00:09,http://img.youpin.mi-img.com/800_pic/100240_55555032eb3d3249afd4bf57ebe64d85.png
数码配件,89,手机周边,Panki手机充电支架 Type-C版,79.0,3600,79.0,301,94,740072,充电与支架二合一 / 立式支撑 / 铝合金外壳 / 可支持18W快充，附带1.2米的Type-C数据线 / 可调式接口，适配手机壳 / 微吸底盘，平稳放置,http://home.mi.com/shop/detail?gid=103888,20181016 10:05:12,https://img.youpin.mi-img.com/800_pic/105ef449447fc4515d897d2c760ced85.png
数码配件,89,手机周边,手机及平板桌面支架,39.0,3600,39.0,301,35010,134341781,稳固不摇晃 / 优质航空铝材 / 释放双手 / 办公娱乐都轻松 / 大号支架适用12英寸以下 / 小号支架适用于7英寸以下,http://home.mi.com/shop/detail?gid=101485,20181009 00:00:04,https://img.youpin.mi-img.com/800_pic/ec3e1ad28b22a27ac43999ee4fbb43c3.png
数码配件,89,手机周边,手机指环支架&车载手机支架（套装）,19.0,3600,19.0,301,68529,1045403885,摆放平稳，牢靠稳固，防摔不掉落,http://home.mi.com/shop/detail?gid=679,20181009 00:00:02,https://img.youpin.mi-img.com/800_pic/13e3f651e724c8a3844698d880c7541a.png
数码配件,89,手机周边,小米支架式自拍杆,89.0,3600,79.0,483,1669,13783882,360°可旋转手机支架 / 独立式蓝牙遥控器 / 铝合金防滑拉杆,http://home.mi.com/shop/detail?gid=103033,20181016 00:00:08,http://img.youpin.mi-img.com/800_pic/101296_5ae75443ca3aaf9aef819054c2e09bcd.png
数码配件,89,手机周边,小米蓝牙自拍杆,79.0,3600,69.0,483,623,4659013,一键拍照 / 支架270°旋转 / 一体设计 / 总长70cm,http://home.mi.com/shop/detail?gid=103029,20181016 00:00:08,http://img.youpin.mi-img.com/800_pic/100602_5c78e5e5579f841eb511088fc373c811.png
数码配件,89,手机周边,小米自拍杆（线控版）,49.0,3600,44.0,483,352,1534663,采用3.5mm音频线控制，无需连接蓝牙，无需充电，即插即用,http://home.mi.com/shop/detail?gid=103027,20181016 00:00:09,http://img.youpin.mi-img.com/800_pic/491_489becf973fda698c1c533e90c239b1d.png
数码配件,89,手机周边,米家手持手机云台,599.0,3600,599.0,483,285,17000940,延时摄影 / 智能跟随 / 持久续航 / 三轴增稳,http://home.mi.com/shop/detail?gid=102790,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/102281_14tqyqcn947qp.png
数码配件,89,手机周边,手机防水袋,29.0,3600,29.0,301,30783,86320941,封闭防水 / 可触屏可拍照 / 高透TPU膜 / 适用于6英寸以下手机,http://home.mi.com/shop/detail?gid=102442,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/102442_dc6b06a9b1c97e71e64d9031f24fb245.png
数码配件,89,手机周边,星卡三合一数据线,59.0,3600,59.0,301,8752,49566017,线长1米 / 苹果官方认证 / 多设备支持 / 多用途接口 Lightning、Type-C、Micro USB,http://home.mi.com/shop/detail?gid=102819,20181010 16:02:26,https://img.youpin.mi-img.com/800_pic/b322960447449072d3c18f09464389d4.png
数码配件,89,手机周边,凯芙拉编织苹果数据线,49.0,3600,47.0,301,13806,63409388,MFI认证，线长1m，花色编织，凯芙拉抗拉材质,http://home.mi.com/shop/detail?gid=101217,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/101217_52k8quwbch1k.png
数码配件,89,手机周边,小米Type-C 快速充电数据线,16.9,3600,16.9,483,3906,6345912,正反插拔，线长1.2m，支持5V 2.1A快速充电,http://home.mi.com/shop/detail?gid=102793,20181008 00:00:11,http://img.youpin.mi-img.com/800_pic/100345_0c439a6f8cf4e5e723bf052b782151ea.png
数码配件,89,手机周边,ZMI USB-C编织线,24.9,3600,19.9,301,22554,56239030,耐磨编织线，夜视灯光，便携扎带，磁吸配件,http://home.mi.com/shop/detail?gid=101131,20181010 21:17:34,http://img.youpin.mi-img.com/800_pic/101131_3586aa2959c2aa8f303900be5a42d228.png
数码配件,89,手机周边,小米二合一数据线,19.9,3600,19.9,483,3219,6737745,Type-C / Micro USB / 支持快充 / 安全保护 / 30cm、100cm长度可选,http://home.mi.com/shop/detail?gid=102792,20181008 00:00:24,http://img.youpin.mi-img.com/800_pic/100878_3c5ab0b4b5301156a02f7a2cf36531ec.png
数码配件,89,手机周边,VH“及”无线充电器,89.0,3600,89.0,301,10326,115594470,安全快充，支持QC/QI，强大兼容,http://home.mi.com/shop/detail?gid=101384,20181009 00:00:04,http://img.youpin.mi-img.com/800_pic/101384_2b1uriklc948d.png
数码配件,89,手机周边,iPhone高清钢化玻璃膜,19.0,5400,19.0,301,13078,872724571,适用于iPhone 6/6s/7/8 iPhone6/6s/7/8 Plus,http://home.mi.com/shop/detail?gid=100246,20181009 00:00:03,http://img.youpin.mi-img.com/800_pic/100246_1humuseb8ub6r.png
数码配件,89,手机周边,iPhone防蓝光钢化玻璃膜,29.0,3600,29.0,301,10155,882870232,适用于iPhone 6/6s/7/8 iPhone6/6s/7/8 Plus,http://home.mi.com/shop/detail?gid=100245,20181009 00:00:03,http://img.youpin.mi-img.com/800_pic/100245_usc06j1mvnsx.png
数码配件,89,手机周边,iPhone超薄空气保护壳（双色装）,29.0,3600,29.0,301,16536,45678159,360°全包裹，超轻超薄，磨砂质感，适用于iPhone X、iPhone8、iPhone8 Plus,http://home.mi.com/shop/detail?gid=101084,20181009 00:00:03,http://img.youpin.mi-img.com/800_pic/101084_1uo5fk5wxqh3i.png
数码配件,89,手机周边,液态硅胶磁吸苹果手机壳,69.0,5400,49.0,301,34883,993572199,适用于iPhone 6/6s/7， iphone6/6s/7 Plus,http://home.mi.com/shop/detail?gid=647,20181009 00:00:02,http://img.youpin.mi-img.com/800_pic/647_3btqvutozz4v3.png
数码配件,89,手机周边,iPhone X液态硅胶保护壳,69.0,3600,69.0,301,9169,60805627,丝滑般手感/高档超纤里料/防摔防刮/五色可选,http://home.mi.com/shop/detail?gid=101001,20181009 00:00:03,http://img.youpin.mi-img.com/800_pic/101001_2b6ic43wcan3d.png
数码配件,89,手机周边,悦米自拍补光灯,29.0,7200,29.0,301,10251,28678229,均匀补光 / 三级调光 / 极简设计 / 贴心操作,http://home.mi.com/shop/detail?gid=101086,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/101086_tfcs06f9sp85.png
数码配件,89,手机周边,AutoBot Q磁吸手机支架,59.0,3600,59.0,301,1404,7864700,一体化金属工艺，360度自由旋转，不干扰手机信号,http://home.mi.com/shop/detail?gid=103502,20180919 14:53:09,https://img.youpin.mi-img.com/800_pic/0153e6085423b8f73a689bf93bc43a90.png
数码配件,89,耳机,小米运动蓝牙耳机 青春版,99.0,3600,99.0,483,5913,57690622,轻至13.6克 / IPX4防水 / 11小时长续航 / 防脱落耳顶 / 多功能线控 可调节音量、切歌、暂停、通话、呼唤小爱同学,http://home.mi.com/shop/detail?gid=103161,20181010 21:17:34,https://img.youpin.mi-img.com/800_pic/6f824bfb735da5ccd1df418c8adbf915.png
数码配件,89,耳机,小米蓝牙项圈耳机,299.0,3600,299.0,483,4435,131023146,项圈式设计，轻量化亲肤材质，apt-X编解码技术，AAC高级音频编码，双单元声学架构,http://home.mi.com/shop/detail?gid=101284,20181008 00:00:27,http://img.youpin.mi-img.com/800_pic/101284_588f824e5d275df174c855a2516e1e22.png
数码配件,89,耳机,1MORE 好声音入耳式耳机,129.0,3600,119.0,301,5725,918292531,80%金属机身 / 金属复合振膜+金属共振腔 / 凯夫拉线材 线长1.25m / 智能线控，可接听、拒接、挂断、播放、暂停、切歌、调节音量,http://home.mi.com/shop/detail?gid=669,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/669_3ftsklldhjjva.png
数码配件,89,耳机,小米圈铁耳机Pro,149.0,3600,149.0,483,1606,23288994,双动圈+动铁，三单元发声，均衡自然声音,http://home.mi.com/shop/detail?gid=102788,20181008 00:00:13,http://img.youpin.mi-img.com/800_pic/344_3724b1322164f2c6b66a15dffd18e7c6.png
数码配件,89,耳机,小米运动蓝牙耳机mini,169.0,3600,169.0,483,2346,34581159,快速唤醒小爱语音助手，IPX4级防水，防脱落式后挂设计,http://home.mi.com/shop/detail?gid=102930,20181008 00:00:25,http://img.youpin.mi-img.com/800_pic/791_de9e4e24c80d7445e806afe26a111059.png
数码配件,89,耳机,小米蓝牙音频接收器 通用版,99.0,3600,85.0,483,775,6822419,专业耳放芯片，自带电池即插即用,http://home.mi.com/shop/detail?gid=102791,20181016 00:00:08,http://img.youpin.mi-img.com/800_pic/715_b0e49558c8f0c0cdaa3aff45315594de.png
数码配件,89,耳机,QCY迷你蓝牙耳机,59.0,3600,49.0,301,78689,1081332730,舒适佩戴，微型机身，轻巧重量，酷炫外观,http://home.mi.com/shop/detail?gid=375,20181012 18:29:07,http://img.youpin.mi-img.com/800_pic/375_04c8b681ab73c5c4bcb948f2ff435469.png
数码配件,89,耳机,小米活塞耳机 清新版,29.0,3600,29.0,483,15958,9595512,铝合金音腔 / 第三代平衡阻尼系统 / 线长1.25m / 内置通话麦克风，可播放、暂停、接听、挂断,http://home.mi.com/shop/detail?gid=100506,20181008 14:14:56,https://img.youpin.mi-img.com/800_pic/2fb55bca5d1b38516b2ef17369c8d8d8.png
数码配件,89,耳机,1MORE iBFree蓝牙耳机,249.0,3600,249.0,301,335,7935845,8小时音乐播放 / IPX6级防水线控 / 稳定蓝牙连接 / 双层复合振膜 /  轻至16g / 附带USB-C数据线 2副硅胶耳套 2副牛角外耳套,http://home.mi.com/shop/detail?gid=103584,20180908 22:29:24,https://img.youpin.mi-img.com/800_pic/db0adc0a76d457b2fecfdc4f0f87e511.png
数码配件,89,耳机,兴戈铜雀系列可换线Hi-Fi耳机,699.0,3600,699.0,301,239,16141270,Hi-Res认证 / 轻量化金属腔体 / 特制动圈单元+高分子复合振膜 / 专业级Hi-Fi线材 / 可换线设计 线长1.2m / 标准3.5mm音频插头 / 绕耳式舒适佩戴 / 标配耳机包和6副耳套,http://home.mi.com/shop/detail?gid=103345,20180903 23:28:14,https://img.youpin.mi-img.com/800_pic/afa8df86a69cfa4aa3e20ea9484aa801.png
数码配件,89,耳机,咕咚智能心率耳机Quiet,299.0,3600,299.0,301,836,20779538,实时心率 / 舒适降噪 / 醇厚音质 / 蓝牙秒连,http://home.mi.com/shop/detail?gid=102532,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/371c48090e58ed5b4a15427d5738f18d.png
数码配件,89,耳机,小米蓝牙耳机mini,79.0,3600,79.0,483,4982,39101071,4.5g轻盈 / 侧入耳式设计 / IPX4防水 / 一键多控 播放、暂停、接听、拒接、唤醒小爱 / 强磁动圈单元 / 蓝牙4.1 / 智能音效提示状态 / 带3副硅胶耳帽,http://home.mi.com/shop/detail?gid=103258,20180911 14:13:11,https://img.youpin.mi-img.com/800_pic/ad50de25425a02f42dc65d457d8f8856.png
数码配件,89,耳机,小米双单元半入耳式耳机,69.0,3600,69.0,483,3013,20040785,半入耳式舒适佩戴 / 动圈+陶瓷喇叭双单元 / 高韧性线材+微机电麦克风线控 / 90°贴心插头,http://home.mi.com/shop/detail?gid=101241,20181008 00:00:23,http://img.youpin.mi-img.com/800_pic/101241_5a31481b94b6c7f5cbaac425bea266ee.png
数码配件,89,耳机,小米蓝牙耳机青春版,59.0,3600,59.0,483,1419,8030087,蓝牙4.1连接，高清通话音质，6.5g轻巧机身，支持音量调节/切歌,http://home.mi.com/shop/detail?gid=102928,20181015 17:16:04,https://img.youpin.mi-img.com/800_pic/0e67690af226184c1e12ea4b940f93cd.png
数码配件,89,耳机,小米圈铁耳机2,99.0,3600,99.0,483,595,5791678,石墨烯振膜/动铁+动圈双单元喇叭结构,http://home.mi.com/shop/detail?gid=102052,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/102052_2p6kyxa0yz54o.png
数码配件,89,耳机,小米双单元半入耳式耳机 Type-C版,99.0,3600,99.0,483,864,8270155,Hi-Res认证 / USB Type-C接口 / 动圈+陶瓷喇叭 / 半入耳式舒适佩戴 / 微机电麦克风线控 / 线长1.25m 轻至15g,http://home.mi.com/shop/detail?gid=103688,20180926 11:22:05,https://img.youpin.mi-img.com/800_pic/c786fa49ec49b9ab40ef7f82b6d951de.png
数码配件,89,耳机,H-Stand 耳机支架,69.0,3600,69.0,301,1604,10266786,几何造型设计 / 稳定易放置 / 坚固便携,http://home.mi.com/shop/detail?gid=102216,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/102216_de226d35e7d5a9f20df71700202e2dbb.png
数码配件,89,耳机,COOWOO车载蓝牙耳机,129.0,3600,129.0,301,24605,931096608,耳机车充二合一，自动接听，高清音质,http://home.mi.com/shop/detail?gid=175,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/175_2m21wfldzt96l.png
数码配件,89,耳机,小米头戴式蓝牙耳机,299.0,3600,299.0,483,589,17486665,4.1蓝牙技术/aptX无损传输/40mm大动圈/高识别度按键操控,http://home.mi.com/shop/detail?gid=102102,20181007 22:52:01,http://img.youpin.mi-img.com/800_pic/102102_4e226b8c6e50f1542f4028298c954352.png
数码配件,89,耳机,小米头戴式耳机 轻松版,199.0,3600,195.0,483,348,6833149,洁净外观设计，封闭式音腔，舒适佩戴，青春配色，手机直推,http://home.mi.com/shop/detail?gid=102925,20181016 00:00:08,http://img.youpin.mi-img.com/800_pic/422_9d4ad4142a9e3a1c9c70e64dc44ee7a4.png
数码配件,89,耳机,小米游戏耳机,349.0,3600,328.0,483,409,13939730,7.1虚拟环绕立体声引擎／LED 炫彩游戏光效 / 40mm石墨烯复合振膜／双麦克风 ENC 环境降噪技术／双接口可拆换技术,http://home.mi.com/shop/detail?gid=101636,20181016 00:00:08,http://img.youpin.mi-img.com/800_pic/101636_85df6dbc0f2b7c896b87a14f751b25a7.png
数码配件,89,耳机,小米头戴式耳机,499.0,3600,449.0,483,57,2720539,石墨烯发声振膜，被动低频辐射器设计，密封式音腔设计，手机直推高保真音质,http://home.mi.com/shop/detail?gid=102924,20181016 00:00:08,http://img.youpin.mi-img.com/800_pic/406_2978ccc5ece1f07814148440794fc678.png
数码配件,89,耳机,1MORE胶囊圈铁耳机,499.0,7200,499.0,301,451,863518331,四次格莱美奖音乐大师定调,http://home.mi.com/shop/detail?gid=241,20181009 00:00:01,http://img.youpin.mi-img.com/800_pic/241_nqwuf8h2v3k9.png
数码配件,89,耳机,1MORE 三单元圈铁耳机,599.0,3600,599.0,483,22,1316984,Hi-Res Audio认证，单动圈+双动铁，格莱美奖音乐大师定调,http://home.mi.com/shop/detail?gid=102919,20180818 23:06:44,http://img.youpin.mi-img.com/800_pic/411_fe82eca94b0e3c52ead8d2b4f45d32de.png
数码配件,89,耳机,1MORE 四单元圈铁耳机,1299.0,3600,1299.0,483,16,2070240,动铁三单元+单动圈结构设计,http://home.mi.com/shop/detail?gid=102923,20180818 23:07:03,http://img.youpin.mi-img.com/800_pic/100523_9b773853f6edebfe54191c3668daff46.png
数码配件,89,耳机,1MORE Spearhead VR电竞头戴式耳机,699.0,3600,699.0,483,19,1328100,7.1 虚拟环绕立体声系统/50mm 磁悬浮同步振动单元/ENC双麦克风环境降噪技术,http://home.mi.com/shop/detail?gid=102926,20180818 23:07:43,http://img.youpin.mi-img.com/800_pic/101792_2wvn3wnqc1ts8.png
数码配件,89,电源/电池,小米移动电源10000mAh高配版,149.0,3600,139.0,483,2979,41804004,双向快充，仅12.58mm薄,http://home.mi.com/shop/detail?gid=102987,20181016 00:00:09,http://img.youpin.mi-img.com/800_pic/129_0c5842a5e5b127e493517075187c8156.png
数码配件,89,电源/电池,小米移动电源2C 20000mAh,129.0,3600,119.0,483,3161,38284501,大容量 / 双USB输出 / 高品质锂聚合物电池 / 双向快充,http://home.mi.com/shop/detail?gid=102984,20181016 00:00:08,http://img.youpin.mi-img.com/800_pic/100280_b6d9a2ad426f37570b924841b950c1ec.png
数码配件,89,电源/电池,ZMI 镍氢充电电池系列,39.0,3600,39.0,301,44004,150759009,可购买充电器，5号电池，7号电池,http://home.mi.com/shop/detail?gid=101429,20181010 16:49:52,http://img.youpin.mi-img.com/800_pic/101429_2xiqex6f6c27w.png
数码配件,89,电源/电池,ZMI 无线充电器（套装版）,129.0,3600,109.0,301,19208,193464858,包含适配器、数据线 / 多协议快充 / 智能识别 / 2.5D玻璃面板 / 铝合金外壳 / 异物识别,http://home.mi.com/shop/detail?gid=101975,20181007 23:09:15,http://img.youpin.mi-img.com/800_pic/101975_c42c1253d0e0eb4ce9b2b7c733d672be.png
数码配件,89,电源/电池,ZMI Type-C 双向快充移动电源,99.0,3600,89.0,301,23446,1019258926,10000mAh聚合物电芯，自主研发芯片，黑白蓝三色可选,http://home.mi.com/shop/detail?gid=404,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/ae1a07c592406bb5bd881b42d7b4c1de.png
数码配件,89,电源/电池,新10000mAh小米移动电源2,79.0,3600,79.0,483,5023,38686867,双USB接口输出 / 双向快充 / 锂聚合物电芯 / 铝合金金属外壳,http://home.mi.com/shop/detail?gid=102988,20181007 22:48:35,http://img.youpin.mi-img.com/800_pic/306_f327ad1722fe11b68a564fd900a26de8.png
数码配件,89,电源/电池,小米无线充电器（通用快充版）,69.0,3600,69.0,483,5223,35815171,Qi无线标准 / LED指示灯 / 铝合金壳体 硅胶材质 防滑减震 / 金属异物检测 / 附带USB-C数据线 没有快充适配器 / 支持小米MIX 2S、iPhone8、iPhone8Plus、iPhoneX、三星S9的快充,http://home.mi.com/shop/detail?gid=103557,20180912 21:18:06,https://img.youpin.mi-img.com/800_pic/3bda19351a96eec8b153ccbcde4ff508.png
数码配件,89,电源/电池,小米移动电源2 (5000mAh版),49.0,3600,49.0,483,1525,7335125,锂聚合物电芯 / 铝合金金属壳体 / 轻巧便捷,http://home.mi.com/shop/detail?gid=102979,20181007 22:48:04,http://img.youpin.mi-img.com/800_pic/15_cc8647abf1b274b20763cb75d4a11ac5.png
数码配件,89,电源/电池,FOXIO 口红充电宝,129.0,3600,129.0,301,3418,39894301,玲珑小巧 / 质感超群 / 时尚随身 / 边充边放 / 3350毫安 / 金属外壳,http://home.mi.com/shop/detail?gid=100857,20181009 00:00:03,http://img.youpin.mi-img.com/800_pic/100857_9jutmp5misms.png
数码配件,89,电源/电池,ZMI双向快充移动电源,69.0,3600,59.0,301,7852,885941474,5000mAh双向快充，113克轻巧便携,http://home.mi.com/shop/detail?gid=265,20180920 00:34:47,https://img.youpin.mi-img.com/800_pic/7bcecbcac00e034a4f8e790a312e8ddb.png
数码配件,89,电源/电池,彩虹5号电池（10粒装）,9.9,3600,9.9,483,16601,16333170,日立Maxell，电池核芯，无毒无汞,http://home.mi.com/shop/detail?gid=102993,20180815 11:54:39,http://img.youpin.mi-img.com/800_pic/84_8757774e588c8b3cc16f6e2889614bb1.png
数码配件,89,电源/电池,彩虹7号电池（10粒装）,9.9,3600,9.9,483,12823,12621841,电量充足，无毒无汞，颜值爆表,http://home.mi.com/shop/detail?gid=102995,20180815 11:54:20,http://img.youpin.mi-img.com/800_pic/100_55f481a7be86704c22576ece0c3ee4a1.png
数码配件,89,电源/电池,VH“及”无线充电器,89.0,3600,89.0,301,10326,115594470,安全快充，支持QC/QI，强大兼容,http://home.mi.com/shop/detail?gid=101384,20181009 00:00:04,http://img.youpin.mi-img.com/800_pic/101384_2b1uriklc948d.png
