frontDesc,category_id,category_name,superCategoryId,colorNum,counterPrice,item_id,primaryPicUrl,name,simpleDesc,retailPrice,sellVolume,material,style,comment
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,299.0,1572020,https://yanxuan.nosdn.127.net/823c024b09f76bf371ee4e59d4739589.jpg,Yessing女式秋冬弹力塑形牛仔裤,美腿提臀，可以做瑜伽的牛仔裤,179,751,棉 64% 聚酯纤维 23%， 粘纤 10% 氨纶 3%,,质量上乘22	弹性不错15	很舒服13	漂亮精致7	显瘦6	裤子不错5	尺寸合适5
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,349.0,1572019,https://yanxuan.nosdn.127.net/345c7087c4cf535fb5bfcef30b213892.jpg,Yessing女式织带美腿修身牛仔裤,秋冬可穿，本款为长裤，非9分,349.0,2104,棉 85% 聚酯纤维 12%， 氨纶 3%,,弹性不错21	很舒服17	漂亮精致11	显瘦11	质量上乘8	版型不错5
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,299.0,1505051,https://yanxuan.nosdn.127.net/4ed9839ac89d51cbee773c427b403080.png,Yessing男式弹力修身梭织长裤,商务运动，质感弹力修身裤,299.0,2216,面料： 锦纶85% 氨纶15%,,很舒服26	质量上乘21	弹性不错8	性价比高7
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,279.0,1652000,https://yanxuan.nosdn.127.net/984599c0cdee8de0b2e5ccd823c57f42.jpg,Yessing男式时尚保暖加绒运动裤,升级版抓绒保暖裤，更利落有型,179,2729,,,质量上乘17	很舒服11	性价比高6	版型不错5	漂亮精致5
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,199.0,1683001,https://yanxuan.nosdn.127.net/1aa6fd61d8526e16af72e1f98d62488e.jpg,Yessing男式基础百搭加绒运动裤,本款为长裤，非9分，请放心购买,159,1791,,,质量上乘42	很舒服36	性价比高14	裤子不错13	尺寸合适11	穿着合身8	穿着不错7	弹性不错7
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,259.0,1644031,https://yanxuan.nosdn.127.net/722f84d47373341bed51d8e4d3f6230b.jpg,Yessing男式石墨烯加绒保暖牛仔裤,石墨烯加绒合体款，保暖塑形,199,163,,,质量上乘51	很舒服48	保暖性好17	做工精良11	版型不错10	穿着合身9	尺寸合适9	裤子不错8
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,279.0,1666043,https://yanxuan.nosdn.127.net/4dd2c1d1c102acbdf5753069d5ac5cd3.jpg,Yessing女式时尚加绒保暖针织裤,织带时尚，以线条分割层次 ,179,827,,,质量上乘16	很舒服8
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,249.0,1652005,https://yanxuan.nosdn.127.net/a1e09e637f3248d3ba29fcfa43bcb453.jpg,Yessing女式百搭加绒保暖针织裤,加绒冬裤，不用试穿的百搭款,179,144,,,质量上乘42	很舒服34	版型不错9	显瘦9	漂亮精致7	尺寸合适7	百搭6	穿着合身5
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,259.0,1644032,https://yanxuan.nosdn.127.net/0e94a7a2f4a05c7516ab99f7ee7ae07f.jpg,Yessing女式石墨烯加绒保暖牛仔裤,温度与颜值同行，石墨烯保暖塑形牛仔,259.0,8,,,很舒服62	质量上乘28	弹性不错24	保暖性好21	尺寸合适13	显瘦12	漂亮精致11	性价比高10
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,229.0,1652008,https://yanxuan.nosdn.127.net/10718a9c8b57bb49d6e52fb198bbb6e1.jpg,Yessing女式蜜桃臀加绒紧身打底裤,加绒保暖蜜桃臀款，优化形体,229.0,2445,,,很舒服16	质量上乘9
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,259.0,1586014,https://yanxuan.nosdn.127.net/8e151ec4e95637c4c9ef7c477eea8049.jpg,Yessing男士复古运动裤,清新当如你，轻复古风萦绕,259.0,139,,,
轻运动，年轻时尚,109214006,Yessing下装,1010000,0,259.0,1587022,https://yanxuan.nosdn.127.net/8f57b51d13bb36bd6c1a473396380ac9.jpg,Yessing女士复古运动裤,清新当如你，轻复古风萦绕,259.0,186,,,
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,3431045,https://yanxuan.nosdn.127.net/215a9b3c52ff3a2873642ebb1fdff782.jpg,Yessing女士纯紫色加绒保暖连帽卫衣,高贵紫色，正是冬季大热流行色,299.0,0,,休闲时尚,漂亮精致20	质量上乘17	颜色好看11	颜色纯正6	很舒服5
运动生活两相宜,109202000,Yessing上装,1010000,0,399.0,1505022,https://yanxuan.nosdn.127.net/72add30fdd98f410f734ba6abd1f26b8.png,女式A字修身运动风连衣裙,数米可见的高级质感，源自花纱面料,399.0,1181,,都市运动,
运动生活两相宜,109202000,Yessing上装,1010000,0,249.0,1586013,https://yanxuan.nosdn.127.net/14a5c4c7ecf9db733b99ad4b21fb8f72.jpg,Yessing百搭修身打底连衣裙,秋冬舒适打底裙，舒适合体,249.0,1192,,,质量上乘13	漂亮精致13
运动生活两相宜,109202000,Yessing上装,1010000,0,349.0,1587018,https://yanxuan.nosdn.127.net/800a13ce5ace5404acc4d9bf9b65f73f.jpg,Yessing秋季显瘦运动风秋季连衣裙,秋季连衣裙，时尚优雅风格,239,639,大身面料： 锦纶80% 氨纶20% 网布：聚酯纤维 100%,,
运动生活两相宜,109202000,Yessing上装,1010000,0,349.0,1584016,https://yanxuan.nosdn.127.net/6dcc855513de9147181872e3c7630aa8.jpg,Yessing男式时尚轻感渔夫夹克卫衣,潮流渔夫夹克，舒适有型,349.0,500,,,漂亮精致17	质量上乘10	很舒服8	款式不错5
运动生活两相宜,109202000,Yessing上装,1010000,0,199.0,1572016,https://yanxuan.nosdn.127.net/93aefc5b0ac99c5c86b005331fc9abd4.jpg,Yessing女式时尚花纱蝙蝠袖卫衣T恤,【明星推荐】秋季蝙蝠袖卫衣T恤,199.0,2301,聚酯纤维 49% 锦纶 38% 氨纶 13%,,很舒服31	质量上乘29	漂亮精致23	款式不错13	尺寸合适9	颜色好看8	显瘦7	性价比高6
运动生活两相宜,109202000,Yessing上装,1010000,0,349.0,1587000,https://yanxuan.nosdn.127.net/959b85b06a6aac7b3ffb935cc9ae5601.jpg,Yessing女式连帽单车夹克,浮水设计，创造仙女气质,349.0,1975,,,漂亮精致11	质量上乘5	很舒服5
运动生活两相宜,109202000,Yessing上装,1010000,0,349.0,1584025,https://yanxuan.nosdn.127.net/14feea4e5734f09b1420cbd2578e0483.jpg,Yessing男式连帽单车夹克,定义更轻巧的秋季夹克,349.0,1561,大身面料： 锦纶85% 氨纶15% 网眼面料：聚酯纤维 100% 帽里网布：聚酯纤维 100%,,
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,1584020,https://yanxuan.nosdn.127.net/63a931c4e0ae198e81c61dab7ac034e5.jpg,Yessing男式秋季棒球领夹克,每个男生都该有的秋季棒球服,299.0,1387,,,很舒服10	质量上乘8	衣服不错6	款式不错6
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,1585012,https://yanxuan.nosdn.127.net/4213b39a1ef0c9e674f42d820a3296d7.jpg,Yessing女式秋季百搭棒球领夹克,合体舒适，时尚棒球夹克,299.0,2799,,,漂亮精致11	质量上乘9	款式不错7	很舒服6	衣服不错5
运动生活两相宜,109202000,Yessing上装,1010000,0,109.0,1574012,https://yanxuan.nosdn.127.net/9629e10b016f753dbe8955803b1e7476.jpg,Yessing女式高支高密圆领塑形T恤,高支高密，专属舒适定制,109.0,101,84% 锦纶 16% 氨纶,,质量上乘16	很舒服11	面料好7	颜色好看5	漂亮精致5
运动生活两相宜,109202000,Yessing上装,1010000,0,109.0,1586015,https://yanxuan.nosdn.127.net/6e55abd2557732259dda46b04aa3a948.jpg,Yessing男式高支高密圆领亲肤T恤,舒适打底，上手就觉得贵的面料,109.0,268,84% 锦纶 16% 氨纶,,质量上乘80	很舒服46	面料好19	漂亮精致17	性价比高16	穿着不错10	包装用心10	手感好9
运动生活两相宜,109202000,Yessing上装,1010000,0,229.0,1623021,https://yanxuan.nosdn.127.net/fad7cbd8aa3ffd18ec574ef206f9e4d6.jpg,Yessing男式高支高密织带套头卫衣,【做精致男生】精选高质感消光纤维，品味出众,229.0,699,,休闲时尚、职场商务、都市运动、居家生活,质量上乘39	漂亮精致25	很舒服18	质感好10	性价比高10	面料好9	衣服不错9	尺寸合适8
运动生活两相宜,109202000,Yessing上装,1010000,0,229.0,1624013,https://yanxuan.nosdn.127.net/eba13a661b4ba2f338917363628fa4cc.jpg,Yessing女式时尚拼色蝙蝠袖卫衣,蝙蝠显瘦设计，为魅力加分,229.0,1181,,休闲时尚、职场商务、都市运动、居家生活,
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,1663055,https://yanxuan.nosdn.127.net/a32f7bf106989d0a8ae0959de98e86e9.jpg,Yessing男式印花连帽卫衣,纯色印花，精致棉感卫衣,299.0,271,,休闲时尚、职场商务、都市运动、居家生活,
运动生活两相宜,109202000,Yessing上装,1010000,0,229.0,1623020,https://yanxuan.nosdn.127.net/505ddd3384ee088f1f17cc191c6a8412.jpg,Yessing女式高支高密半开襟卫衣,半开襟，潮流的标志设计,229.0,1929,,休闲时尚、都市运动,
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,1662043,https://yanxuan.nosdn.127.net/556b80f05aee203a4d5dfb49731e004e.jpg,Yessing男式棉质螺纹卫衣,棉质螺纹，时尚个性范,299.0,163,,休闲时尚、职场商务、都市运动,
运动生活两相宜,109202000,Yessing上装,1010000,0,259.0,1622021,https://yanxuan.nosdn.127.net/aee1f8b068bce5c1bcdbeb2aa3205035.jpg,Yessing女式活力撞色连帽卫衣,复古风潮，流行配色,259.0,954,,休闲时尚、职场商务、都市运动、居家生活,
运动生活两相宜,109202000,Yessing上装,1010000,0,499.0,1587013,https://yanxuan.nosdn.127.net/d3b7ca59bff7d5cec40d533846fe18b6.jpg,Yessing女式潮流假两件拼接夹克,高级拼接设计，层次美感,339,1594,,休闲时尚、职场商务、都市运动、居家生活,漂亮精致23	质量上乘15	衣服不错5	款式不错5
运动生活两相宜,109202000,Yessing上装,1010000,0,549.0,1587015,https://yanxuan.nosdn.127.net/5ca3fd6f1ab2590ac621c4cfbbe26145.jpg,Yessing女式中长款潮流连帽风衣,静有女神气场，动如公主般甜美,549.0,956,,休闲时尚、职场商务、都市运动,质量上乘33	漂亮精致29	款式不错7	防水6	很舒服6	衣服不错5	性价比高5
运动生活两相宜,109202000,Yessing上装,1010000,0,469.0,1587023,https://yanxuan.nosdn.127.net/f05a8541457ee0a21100675c417a0555.jpg,Yessing男式中长款廓形连帽风衣,【陈立农同款】廓形感塑造帅气风度,469.0,2774,,休闲时尚、职场商务、都市运动、居家生活,质量上乘13	漂亮精致12	款式不错6	性价比高5
运动生活两相宜,109202000,Yessing上装,1010000,0,699.0,1586010,https://yanxuan.nosdn.127.net/b25bdd4c453baf7e36e73d86e84a7e00.jpg,Yessing男式中长款时尚运动连帽风衣,【明星同款】把凉风细雨通通拒之衣外,699.0,1265,,,
运动生活两相宜,109202000,Yessing上装,1010000,0,459.0,1587017,https://yanxuan.nosdn.127.net/dc7afe66ac8fdd211d6875545326d5d5.jpg,Yessing女式潮范两穿连衣裙风衣,秋季立领风衣裙，女神范,369,786,,,
运动生活两相宜,109202000,Yessing上装,1010000,0,259.0,1664011,https://yanxuan.nosdn.127.net/6c1847d0c600050d2f6dcbeef54270ac.jpg,Yessing男式高质感廓形开衫外套,【张一山推荐】硬朗廓形也可清新扑面,259.0,2696,,,质量上乘36	漂亮精致13	很舒服7	穿着合身5
运动生活两相宜,109202000,Yessing上装,1010000,0,259.0,1665013,https://yanxuan.nosdn.127.net/0cec0f3cd4d26b8225ad9c18e1917acb.jpg,Yessing女式廓形轻运动开衫外套,【谭松韵同款】秋季优选外套，舒适好看,259.0,1068,,,质量上乘17	漂亮精致8	尺寸合适7
运动生活两相宜,109202000,Yessing上装,1010000,0,499.0,1586003,https://yanxuan.nosdn.127.net/ab9beb6f496f6de368b4d1745ca58511.jpg,Yessing男式两穿双面夹克,两面可穿，两种风格,369,1226,,休闲时尚、都市运动,
运动生活两相宜,109202000,Yessing上装,1010000,0,459.0,1586012,https://yanxuan.nosdn.127.net/aaffa8d8cfe8e2385a12842ea03b52c1.jpg,Yessing男式短款防风防泼水连帽风衣,商务运动风衣，防风防泼水,459.0,2055,,休闲时尚、职场商务、都市运动、居家生活,质量上乘11	漂亮精致7
运动生活两相宜,109202000,Yessing上装,1010000,0,259.0,1643001,https://yanxuan.nosdn.127.net/45108dc83c761c24c4f30dfd421c84ce.png,Yessing女式一体织两穿长袖衫,晨跑或者打底，一体织舒适两穿衣,259.0,556,,休闲时尚、职场商务、都市运动、居家生活,
运动生活两相宜,109202000,Yessing上装,1010000,0,279.0,1642008,https://yanxuan.nosdn.127.net/7fc5dac3a9273488058ec2fb6af5356d.jpg,Yessing男式一体织两穿长袖衫,晨跑或者打底，一体织舒适两穿衣,279.0,3120,,休闲时尚、职场商务、都市运动、居家生活,
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,3419057,https://yanxuan.nosdn.127.net/585c0e4b594849066bd04bc80fc9627d.jpg,Yessing女式轻复古运动套装-可单买,简约复古风，引领风潮,299.0,544,,休闲时尚、都市运动,
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,3420073,https://yanxuan.nosdn.127.net/a2aaa2b62b2cb03d5d06791a7a76f1b9.jpg,Yessing男式轻复古运动套装-可单买,简约复古风，舒适好看,299.0,597,,休闲时尚,
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,1636021,https://yanxuan.nosdn.127.net/e4c933c4f2352672b4cb4579436dd0e7.jpg,Yessing男式字母印花连帽加绒卫衣,印花潮款卫衣，冬季新鲜度MAX,199,432,,休闲时尚、职场商务、都市运动、居家生活,质量上乘15	漂亮精致10	很舒服9	性价比高5
运动生活两相宜,109202000,Yessing上装,1010000,4,259.0,1636022,https://yanxuan.nosdn.127.net/e25d5b6dc4ff26e0bb285dfa901f8774.jpg,Yessing女式优雅高领加绒保暖卫衣,优雅高领，加绒保暖，卫衣界的“女神”,169,799,,休闲时尚、职场商务、都市运动、居家生活,质量上乘33	漂亮精致24	款式不错12	很舒服11	颜色好看10	性价比高8	颜色纯正6	尺寸合适5
运动生活两相宜,109202000,Yessing上装,1010000,0,899.0,1644025,https://yanxuan.nosdn.127.net/86da1feefa85b04a84de9e59879807e6.jpg,Yessing中长款可拆卸羽绒服两件套,男女同款，可拆卸风衣羽绒服，三种穿法顶三个季,649,1028,,,质量上乘18	衣服不错8	漂亮精致6	性价比高6	尺寸合适6
运动生活两相宜,109202000,Yessing上装,1010000,0,799.0,1644023,https://yanxuan.nosdn.127.net/05b7242203e2fae02a53e6d6273c2613.jpg,Yessing短款可拆卸羽绒服两件套,男女同款，可拆卸风衣羽绒服，三种穿法顶三个季,549,885,,,质量上乘13	漂亮精致12	衣服不错7
运动生活两相宜,109202000,Yessing上装,1010000,0,229.0,1637025,https://yanxuan.nosdn.127.net/2859196f1bb2cad159c6feef126987c7.jpg,Yessing女式短款小落肩加绒卫衣,拉高腰线，腰以下全是腿,149,380,,休闲时尚、都市运动,质量上乘19	漂亮精致16	颜色好看6	性价比高6
运动生活两相宜,109202000,Yessing上装,1010000,4,419.0,1668003,https://yanxuan.nosdn.127.net/2466511bd3e6b5c9f5dee83e14abb7bf.jpg,Yessing面包短款菱形分割羽绒服,居然是90%白鸭绒，百搭不挑人【库存紧张】,419.0,222,,,漂亮精致134	质量上乘86	性价比高51	颜色好看45	款式不错38	保暖性好33	很舒服29	衣服不错21
运动生活两相宜,109202000,Yessing上装,1010000,4,599.0,1666044,https://yanxuan.nosdn.127.net/ff850bad35141cb52898371af47d0cae.jpg,Yessing男式工装风夹克羽绒服,夹克款羽绒服，独占冬天的酷炫【库存紧张】,419,836,,,质量上乘58	保暖性好21	漂亮精致18	性价比高17	衣服不错14	款式不错13	很舒服11	做工精良10
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,1637023,https://yanxuan.nosdn.127.net/aeb68fb9366f3be01b73ed4647e74b7c.jpg,Yessing男式撞色加绒保暖连帽卫衣,撞色风，今冬的主色调,299.0,1004,,,质量上乘21	漂亮精致15	很舒服9	颜色好看5	衣服不错5	性价比高5	尺寸合适5
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,1637024,https://yanxuan.nosdn.127.net/bce12a085f7687fda06b37ff533cc22a.jpg,Yessing女式撞色加绒保暖连帽卫衣,撞色风，冬日的清新主色调,299.0,422,,休闲时尚,漂亮精致24	质量上乘12	很舒服7	颜色好看6	颜色纯正5	性价比高5
运动生活两相宜,109202000,Yessing上装,1010000,0,899.0,1672005,https://yanxuan.nosdn.127.net/8cc2957e9e833029858fb253816bfd6d.jpg,Yessing女式中长款廓形连帽羽绒服,超高量白鸭绒，高性价比高颜值高保暖【本款不再补货】,639,250,,,质量上乘53	保暖性好23	漂亮精致20	颜色好看13	做工精良12	款式不错10	性价比高10	衣服不错7
运动生活两相宜,109202000,Yessing上装,1010000,0,1099.0,1673001,https://yanxuan.nosdn.127.net/342c3b668bdd1326fb3ce1915b0000bf.jpg,Yessing男式中长款工装羽绒服,强力保暖只是根本，愿你更时尚有型【尺码偏大，建议买小一码】,759,882,,,质量上乘24	漂亮精致10	衣服不错7	保暖性好5
运动生活两相宜,109202000,Yessing上装,1010000,3,699.0,1673003,https://yanxuan.nosdn.127.net/5e646d356e6fea8dd487c7f319f80d32.jpg,Yessing男式中长款廓形运动羽绒服,居然是90%白鸭绒，高性价比经典款，时间筛选出的精品,439,402,,,质量上乘35	性价比高18	保暖性好16	款式不错12	漂亮精致10	尺寸合适9	衣服不错8	很舒服6
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,1587020,https://yanxuan.nosdn.127.net/eeb7151437d833eb1883d92289a5e08a.jpg,Yessing男士复古运动外套,清新当如你，轻复古风萦绕,299.0,86,,休闲时尚、都市运动,
运动生活两相宜,109202000,Yessing上装,1010000,0,299.0,1587021,https://yanxuan.nosdn.127.net/a4cf83c4d92d1fdd71c6f58d34188d67.jpg,Yessing女士复古运动外套,清新当如你，轻复古风萦绕,299.0,23,,休闲时尚、都市运动,
贴身关怀 少束缚,1093011,女式内衣,1010000,3,69.0,1130046,https://yanxuan.nosdn.127.net/1cffd6782929a3ada4dce515f68810a7.png,女式无压力bra吊带,棉莫混纺，顺滑清爽,69.0,74,,,很舒服556	质量上乘373	性价比高142	很好穿88	尺寸合适64	手感好62	穿着不错47	面料好39
贴身关怀 少束缚,1093011,女式内衣,1010000,2,229.0,1616018,https://yanxuan.nosdn.127.net/5c39f463c9603ec737a0e2d79b6f1cb5.png,女式无钢圈调整型文胸,健康塑胸，为你有型,172,16833,,,很舒服57	质量上乘31	很好穿7	穿着不错6	手感好6	尺寸合适6
贴身关怀 少束缚,1093011,女式内衣,1010000,2,139.0,1130048,https://yanxuan.nosdn.127.net/85552dd8d37bb5e73557b2bb1c54396d.png,女式竹纤维内衣套装,取自竹纤维的氧气贴肤,97.3,2643,,,很舒服774	质量上乘311	性价比高123	很好穿86	手感好74	尺寸合适63	穿着不错32	面料轻柔29
贴身关怀 少束缚,1093011,女式内衣,1010000,2,99.0,1438008,https://yanxuan.nosdn.127.net/df6318679779d97487bceb4ea4421509.png,女式背心式文胸（可插垫）,无痕体感，给身体放个24小时的假,84,1484,,,很舒服279	漂亮精致73	质量上乘69	手感好27	很好穿26	尺寸合适19	款式不错17	穿着不错16
贴身关怀 少束缚,1093011,女式内衣,1010000,2,49.0,1193005,https://yanxuan.nosdn.127.net/7dd8360025564712f66c3c84a8edf5f0.png,女式自然无缝bra短吊带,基础设计，小胸也能微性感,49.0,6932,,,很舒服5528	质量上乘1239	很好穿574	性价比高485	手感好306	尺寸合适268	穿着不错254	弹性不错216
贴身关怀 少束缚,1093011,女式内衣,1010000,2,99.0,1634007,https://yanxuan.nosdn.127.net/8174a6d1d45937bc54d48677d7262e55.png,女式无缝全罩杯文胸（含插垫）,完整包覆，给胸部假期式的轻松,74,8383,,,很舒服44	质量上乘16	很好穿7
贴身关怀 少束缚,1093011,女式内衣,1010000,3,169.0,3405002,https://yanxuan.nosdn.127.net/803fccb4191581442ec16d9b5efb49f6.jpg,ISHOW 女式深V光面贴合文胸,深V魅惑，高级性感,169.0,4134,,,很舒服15	性价比高6
贴身关怀 少束缚,1093011,女式内衣,1010000,0,169.0,3406004,https://yanxuan.nosdn.127.net/446977ac3868d160141ac001a41ff9b6.jpg,ISHOW 女式前扣交叉肩带聚拢文胸,"A/B杯也能穿出性感诱惑
",169.0,1760,,,
贴身关怀 少束缚,1093011,女式内衣,1010000,2,69.0,1156016,https://yanxuan.nosdn.127.net/660cc8bf1735f9164219340cd8ede9b6.jpg,女式蕾丝中腰塑身短裤,仅售供应商建议价的1/5,44.8,2250,,,质量上乘369	很舒服310	漂亮精致139	很好穿92	性价比高57	尺寸合适46	做工精良43	手感好30
贴身关怀 少束缚,1093011,女式内衣,1010000,2,79.0,1156015,https://yanxuan.nosdn.127.net/3ddca0082345c10d94037fc3e0221280.jpg,女式经典高腰塑身短裤,仅售供应商建议价的1/6,55.3,1358,,,很舒服451	质量上乘389	很好穿80	性价比高74	不勒64	手感好60	弹性不错55	尺寸合适47
贴身关怀 少束缚,1093011,女式内衣,1010000,2,99.0,1569013,https://yanxuan.nosdn.127.net/50be1175f66f9adc1000efd9f9bc97eb.png,女式无缝收腹提臀塑裤,柔韧舒适 不动声色的优雅曲线,99.0,4426,,,很舒服14	质量上乘9
贴身关怀 少束缚,1093011,女式内衣,1010000,2,99.0,1570009,https://yanxuan.nosdn.127.net/f07e461fdca1fad51efacdc0479464f9.jpg,女式无缝塑腰上衣,不添负担 温和塑型,99.0,3557,,,很舒服12	质量上乘9	弹性不错5	不勒5
贴身关怀 少束缚,1093011,女式内衣,1010000,5,49.0,1132000,https://yanxuan.nosdn.127.net/88d639a849959fae5044c0032a4067a7.png,女式皮马棉基础吊带,棉中贵族，超长纤维,49.0,1,,,质量上乘834	很舒服546	性价比高205	手感好107	尺寸合适70	面料好65	弹性不错54	很好穿53
贴身关怀 少束缚,1093011,女式内衣,1010000,2,129.0,1569012,https://yanxuan.nosdn.127.net/e43440db4687dfb56a76a406ae02953e.png,女式无缝可调肩带轻塑身连体衣,无缝塑形 人衣宛若一体,97,11167,,,
贴身关怀 少束缚,1093011,女式内衣,1010000,3,169.0,1156017,https://yanxuan.nosdn.127.net/e89aefdc3444b82dbc62bf04a3e9f51b.png,女式蕾丝连体塑身衣,学会管理脂肪，合适的优雅自己,169.0,8801,,,很舒服688	质量上乘610	漂亮精致375	不勒306	性价比高200	很好穿142	尺寸合适126	穿着不错111
贴身关怀 少束缚,1093011,女式内衣,1010000,0,299.0,1651021,https://yanxuan.nosdn.127.net/5cb48856f324d3b2ef2f545df72fac01.png,女式真丝内里微修型内衣套装（上衣+内裤）,"6A级桑蚕丝，养肤微修型
",224,3929,,,很舒服15	质量上乘7	漂亮精致5	手感好5
